,original sentence,corrected sentence,error indices,corrected indices,error-corr pair,error label,l1,Approximate level,split
3416,Han sagt : ␤ • Jag hade träffat henne i en bar och druckit alkohol tillsammans med henne. Sedan gick vi till sovrummet för att sova .,Han berättade : ␤ • Jag hade träffat henne i en bar och druckit alkohol tillsammans med henne. Sedan gick vi till sovrummet för att sova .,4-7,4-12,sagt--berättade,L-W,Tigrinska,Fortsättning,train
3417,Jamaika hade släppt en liten film och hade en interview på tv .,Jamaika hade släppt en liten film och hade en intervju på tv .,46-54,46-53,interview--intervju,L-FL,Tigrinska,Fortsättning,train
3418,Jamaika hade släppt en liten film och hade en intervju med tv .,Jamaika hade släppt en liten film och hade en intervju på tv .,55-57,55-56,med--på,L-W,Tigrinska,Fortsättning,train
3419,Polisen stirrade på teven och hörde honom .,Polisen tittade på teven och hörde honom .,8-15,8-14,stirrade--tittade,L-W,Tigrinska,Fortsättning,train
3420,Polisen tittade i teven och hörde honom .,Polisen tittade på teven och hörde honom .,16-16,16-17,i--på,L-W,Tigrinska,Fortsättning,train
3421,Han sa : – Till 95 % har jag gjort som jag behöver men 5 % är kvar för mig .,Han sa : – Till 95 % har jag gjort det jag behöver men 5 % är kvar för mig .,35-37,35-37,som--det,L-W,Tigrinska,Fortsättning,train
3422,Självklart dra de honom i fängelse .,Självklart satte de honom i fängelse .,11-13,11-15,dra--satte,L-W,Tigrinska,Fortsättning,train
3423,"Om han skrev om en tjej som hade kort hår skulle dö i och som skolan , samtidigt dog hon .","Om han skrev om en tjej som hade kort hår skulle dö i och som skolan , då dog hon .",71-79,71-72,samtidigt--då,L-W,Tigrinska,Fortsättning,train
3424,Polisen kunde ej hålla deras dåliga känslor .,Polisen kunde inte hålla deras dåliga känslor .,14-15,14-17,ej--inte,L-W,Tigrinska,Fortsättning,train
3425,Efter 6 månader dömdes han att gå ut från fängelset därför att de inte hittade någon information om honom .,Efter 6 månader dömdes han att lämna fängelset därför att de inte hittade någon information om honom .,31-40,31-35,gå ut från--lämna,L-W,Tigrinska,Fortsättning,train
3426,Efter 6 månader dömdes han att lämna fängelset därför att de inte hittade någon information av honom .,Efter 6 månader dömdes han att lämna fängelset därför att de inte hittade någon information om honom .,92-93,92-93,av--om,L-W,Tigrinska,Fortsättning,train
3427,En polis som gick till Jamaikas hus hittade plötsligt en bok med en rubrik .,En polis som gick till Jamaikas hus hittade plötsligt en bok med en titel .,68-73,68-72,rubrik--titel,L-W,Tigrinska,Fortsättning,train
3428,Rubriken var ” Blod mor ” .,Titeln var ” Blod mor ” .,0-7,0-5,Rubriken--Titeln,L-W,Tigrinska,Fortsättning,train
3429,När han hade läst klart gick han direkt och tog den tjej polisen till fängelset för att det var hon som hade haft kontakt med honom .,När han hade läst klart gick han direkt och tog den kvinnliga polisen till fängelset för att det var hon som hade haft kontakt med honom .,52-55,52-60,tjej--kvinnliga,L-W,Tigrinska,Fortsättning,train
3430,Jamaika skriver och hon genomförde allt .,Jamaika skrev och hon genomförde allt .,8-14,8-12,skriver--skrev,L-W,Tigrinska,Fortsättning,train
3431,Jamaika skrev och hon gjorde allt .,Jamaika skrev och hon genomförde allt .,22-27,22-31,gjorde--genomförde,L-W,Tigrinska,Fortsättning,train
3432,ej heller brydde de sig om att en av de våldsamma var min flickväns pappa .,Inte heller brydde de sig om att en av de våldsamma var min flickväns pappa .,0-1,0-3,ej--Inte,L-W,Tigrinska,Fortsättning,train
3433,Inte också brydde de sig om att en av de våldsamma var min flickväns pappa .,Inte heller brydde de sig om att en av de våldsamma var min flickväns pappa .,5-9,5-10,också--heller,L-W,Tigrinska,Fortsättning,train
3434,Jag skrev en berättelse om honom att han ska dö i hus nummber 95 och på våning 5 och min flickvän läste den och dödade sin pappa .,Jag skrev en berättelse om honom att han ska dö i hus nummer 95 och på våning 5 och min flickvän läste den och dödade sin pappa .,54-60,54-59,nummber--nummer,L-FL,Tigrinska,Fortsättning,train
3435,Det var där för jag skaffade henne .,Det var därför jag skaffade henne .,8-14,8-13,där för--därför,O-Comp,Tigrinska,Fortsättning,train
3436,Jag vaknade som vanligt och gick till vardags rummet men det var ingen där .,Jag vaknade som vanligt och gick till vardagsrummet men det var ingen där .,38-51,38-50,vardags rummet--vardagsrummet,O-Comp,Amhariska,Fortsättning,train
3437,Efter en timme kom farsan  till rummet och knackade och sa att vi måste gå och köpa några saker från affären .,Efter en timme kom farsan  till rummet och knackade och sa att vi måste åka och köpa några saker från affären .,72-73,72-74,gå--åka,L-W,Amhariska,Fortsättning,train
3438,Efter en stund var det tyst i bussen .,Efter en stund blev det tyst i bussen .,15-17,15-18,var--blev,L-W,Amhariska,Fortsättning,train
3439,"Man såg ju att alla var rädda av det här viruset , alla satt ensamma och det var bara jag och min pappa som satt tillsammans .","Man såg ju att alla var rädda för det här viruset , alla satt ensamma och det var bara jag och min pappa som satt tillsammans .",30-31,30-32,av--för,L-W,Amhariska,Fortsättning,train
3440,"Man såg ju att alla var rädda för det här viruset , alla satt ensamma utan det var bara jag och min pappa som satt tillsammans .","Man såg ju att alla var rädda för det här viruset , alla satt ensamma och det var bara jag och min pappa som satt tillsammans .",70-73,70-72,utan--och,L-W,Amhariska,Fortsättning,train
3441,"Det var mitt i väg typ , vi hade lite kvar innan vi var framme .","Det var halvvägs typ , vi hade lite kvar innan vi var framme .",8-17,8-15,mitt i väg--halvvägs,L-W,Amhariska,Fortsättning,train
3442,Mannen gick fort fram och såg jätte arg ut och klev ut ur bussen .,Mannen gick fort fram och såg jättearg ut och klev ut ur bussen .,30-38,30-37,jätte arg--jättearg,O-Comp,Amhariska,Fortsättning,train
3443,Mannen gick fort fram och såg jättearg ut och klev ut av bussen .,Mannen gick fort fram och såg jättearg ut och klev ut ur bussen .,54-55,54-55,av--ur,L-W,Amhariska,Fortsättning,train
3444,"Jag var jätt rädd , jag trodde att han skulle göra någonting när han gick fram med det där konstiga ansiktet , men han klev bara ut  .","Jag var jätterädd , jag trodde att han skulle göra någonting när han gick fram med det där konstiga ansiktet , men han klev bara ut  .",8-16,8-16,jätt rädd--jätterädd,O-Comp,Amhariska,Fortsättning,train
3445,Problemet är varför han behövde skrika så här högt även om stop knäppet inte funkade .,Problemet är varför han behövde skrika så här högt även om stoppknappen inte funkade .,59-70,59-70,stop knäppet--stoppknappen,O-Comp,Amhariska,Fortsättning,train
3446,"Ming puffade på sin resväska för att gå in på flygplatsens säkerhetskontroll , där han fick undersöka sin kroppstemperatur med hjälp av en flygplatsanställd som använde en pannpistol .","Ming puffade på sin resväska för att gå in i flygplatsens säkerhetskontroll , där han fick undersöka sin kroppstemperatur med hjälp av en flygplatsanställd som använde en pannpistol .",43-44,43-43,på--i,L-W,Kinesiska,Fortsättning,train
3447,"Ming puffade på sin resväska för att gå in i flygplatsens säkerhetskontroll , och han fick undersöka sin kroppstemperatur med hjälp av en flygplatsanställd som använde en pannpistol .","Ming puffade på sin resväska för att gå in i flygplatsens säkerhetskontroll , där han fick undersöka sin kroppstemperatur med hjälp av en flygplatsanställd som använde en pannpistol .",78-80,78-80,och--där,L-W,Kinesiska,Fortsättning,train
3448,"Ming puffade på sin resväska för att gå in i flygplatsens säkerhetskontroll , där han fick upptäcka sin kroppstemperatur med hjälp av en flygplatsanställd som använde en pannpistol .","Ming puffade på sin resväska för att gå in i flygplatsens säkerhetskontroll , där han fick undersöka sin kroppstemperatur med hjälp av en flygplatsanställd som använde en pannpistol .",91-98,91-99,upptäcka--undersöka,L-W,Kinesiska,Fortsättning,train
3449,"Ming puffade på sin resväska för att gå in i flygplatsens säkerhetskontroll , där han fick undersöka sin kroppstemperatur med hjälp av en flygplansanställd som använde en pannpistol .","Ming puffade på sin resväska för att gå in i flygplatsens säkerhetskontroll , där han fick undersöka sin kroppstemperatur med hjälp av en flygplatsanställd som använde en pannpistol .",138-154,138-154,flygplansanställd--flygplatsanställd,L-Der,Kinesiska,Fortsättning,train
3450,Han hade normal grad med kropp så han fick gå vidare in och satte sig på en bänk och väntade på att tiden skulle gå .,Han hade normal kroppstemperatur så han fick gå vidare in och satte sig på en bänk och väntade på att tiden skulle gå .,16-29,16-31,grad med kropp--kroppstemperatur,L-W,Kinesiska,Fortsättning,train
3451,Han hade normal kroppstemperatur så han fick gå vidare in och satte sig i en bänk och väntade på att tiden skulle gå .,Han hade normal kroppstemperatur så han fick gå vidare in och satte sig på en bänk och väntade på att tiden skulle gå .,72-72,72-73,i--på,L-W,Kinesiska,Fortsättning,train
3452,Alla visade sig vara stora intressanta .,Alla visade sig vara mycket intressanta .,21-25,21-26,stora--mycket,L-W,Kinesiska,Fortsättning,train
3453,” Men vem är patient om hon redan har smittats av corona ?,” Men vem har tålamod om hon redan har smittats av corona ?,10-19,10-20,är patient--har tålamod,L-FL,Kinesiska,Fortsättning,train
3454,Ska jag bli smitta av coronaviruset här ?,Ska jag bli smittad av coronaviruset här ?,12-17,12-18,smitta--smittad,L-Der,Kinesiska,Fortsättning,train
3455,Är jag rätt att flyga till Kina nu ?,Är det rätt att flyga till Kina nu ?,3-5,3-5,jag--det,L-W,Kinesiska,Fortsättning,train
3456,Men på planet var det samma tätt och samma situation som ju just väntrummet varit det i .,Men på planet var det lika tätt och samma situation som ju just väntrummet varit det i .,22-26,22-25,samma--lika,L-W,Kinesiska,Fortsättning,train
3457,Men på planet var det lika tätt och samma situation liksom ju just väntrummet varit det i .,Men på planet var det lika tätt och samma situation som ju just väntrummet varit det i .,52-57,52-54,liksom--som,L-W,Kinesiska,Fortsättning,train
3458,"” tänkte Ming .  ” Varför stannar jag inte hemma , det är farligare än hem .","” tänkte Ming .  ” Varför stannar jag inte hemma , det är farligare än hemma .",71-73,71-75,hem--hemma,L-W,Kinesiska,Fortsättning,train
3459,Jag kommer att bli smitta av coronavirus innan jag flyger till Kina .,Jag kommer att bli smittad av coronavirus innan jag flyger till Kina .,19-24,19-25,smitta--smittad,L-Der,Kinesiska,Fortsättning,train
3460,"Efter tio timmar stannade Mings flygplan och parkerade på flygplatsen , men Ming fick sitta kvar på sin plats , därför att alla människor skulle vänta på nästest från läkaren .","Efter tio timmar landade Mings flygplan och parkerade på flygplatsen , men Ming fick sitta kvar på sin plats , därför att alla människor skulle vänta på nästest från läkaren .",17-24,17-23,stannade--landade,L-W,Kinesiska,Fortsättning,train
3461,"Efter tio timmar landade Mings flygplan och parkerade på flygplatsen , men Ming fick sitta kvar på sin plats , därför att alla människor skulle vänta på nästest av läkaren .","Efter tio timmar landade Mings flygplan och parkerade på flygplatsen , men Ming fick sitta kvar på sin plats , därför att alla människor skulle vänta på nästest från läkaren .",161-162,161-164,av--från,L-W,Kinesiska,Fortsättning,train
3462,"Ming var glad och han tänkte : ” Nu behöver jag inte mer test , jag ska snabbt åka hem och äta bra mat .","Ming var glad och han tänkte : ” Nu behöver jag inte fler test , jag ska snabbt åka hem och äta bra mat .",53-55,53-56,mer--fler,L-W,Kinesiska,Fortsättning,train
3463,"Ming var glad och han tänkte : ” Nu behöver jag inte fler test , jag ska snabbt gå hem och äta bra mat .","Ming var glad och han tänkte : ” Nu behöver jag inte fler test , jag ska snabbt åka hem och äta bra mat .",80-81,80-82,gå--åka,L-W,Kinesiska,Fortsättning,train
3464,"Ming var glad och han tänkte : ” Nu behöver jag inte fler test , jag ska snabbt åka hem att äta bra mat .","Ming var glad och han tänkte : ” Nu behöver jag inte fler test , jag ska snabbt åka hem och äta bra mat .",88-90,88-90,att--och,L-W,Kinesiska,Fortsättning,train
3465,"” Men när han hade åkt buss i 4 timmar och han äntligen fick nära hemmet , kom två säkerhetsvakter och samhällschefen och stannade honom och sa till honom : "" Du måste först åka till ett hotell i 14 dagar för att isolera dig , sedan , om du tar ett test igen som är bra , då blir du helt fri och sedan kan du åka till ditt hem ” .","” Men när han hade åkt buss i 4 timmar och han äntligen var nära hemmet , kom två säkerhetsvakter och samhällschefen och stannade honom och sa till honom : "" Du måste först åka till ett hotell i 14 dagar för att isolera dig , sedan , om du tar ett test igen som är bra , då blir du helt fri och sedan kan du åka till ditt hem ” .",56-59,56-58,fick--var,L-W,Kinesiska,Fortsättning,train
3466,"” Men när han hade åkt buss i 4 timmar och han äntligen var nära hemma , kom två säkerhetsvakter och samhällschefen och stannade honom och sa till honom : "" Du måste först åka till ett hotell i 14 dagar för att isolera dig , sedan , om du tar ett test igen som är bra , då blir du helt fri och sedan kan du åka till ditt hem ” .","” Men när han hade åkt buss i 4 timmar och han äntligen var nära hemmet , kom två säkerhetsvakter och samhällschefen och stannade honom och sa till honom : "" Du måste först åka till ett hotell i 14 dagar för att isolera dig , sedan , om du tar ett test igen som är bra , då blir du helt fri och sedan kan du åka till ditt hem ” .",65-69,65-70,hemma--hemmet,L-Der,Kinesiska,Fortsättning,train
